t,theta,theta_dot,voltage
5.098000,0.187146,6.148605,3.000000
5.099000,0.193282,6.148605,3.000000
5.100000,0.199418,6.366717,-3.000000
5.101000,0.205553,6.366717,-3.000000
5.102000,0.211689,6.577384,-3.000000
5.103000,0.217825,6.577384,-3.000000
5.104000,0.223961,6.028663,-3.000000
5.105000,0.230097,6.028663,-3.000000
5.106000,0.236233,6.452452,-3.000000
5.107000,0.242369,6.452452,-3.000000
5.108000,0.248505,6.023854,-3.000000
5.109000,0.254641,6.023854,-3.000000
5.110000,0.257709,5.704924,-3.000000
5.111000,0.263845,5.704924,-3.000000
5.112000,0.269981,5.526095,-3.000000
5.113000,0.273049,5.526095,-3.000000
5.114000,0.279185,5.526095,-3.000000
5.115000,0.285320,5.139622,-3.000000
5.116000,0.288388,5.139622,-3.000000
5.117000,0.294524,4.709952,-3.000000
5.118000,0.297592,4.709952,-3.000000
5.119000,0.300660,4.709952,-3.000000
5.120000,0.306796,4.355172,-3.000000
5.121000,0.309864,4.355172,-3.000000
5.122000,0.312932,4.355172,-3.000000
5.123000,0.316000,4.006588,-3.000000
5.124000,0.319068,3.889821,-3.000000
5.125000,0.322136,3.889821,-3.000000
5.126000,0.325204,3.889821,-3.000000
5.127000,0.328272,3.314339,-3.000000
5.128000,0.331340,3.393463,-3.000000
5.129000,0.334408,3.393463,-3.000000
5.130000,0.337476,3.393463,-3.000000
5.131000,0.337476,3.283767,-3.000000
5.132000,0.340544,2.587989,-3.000000
5.133000,0.343612,2.747702,-3.000000
5.134000,0.343612,2.747702,-3.000000
5.135000,0.346680,2.747702,-3.000000
5.136000,0.349748,2.747702,-3.000000
5.137000,0.349748,2.645048,-3.000000
5.138000,0.349748,2.178671,-3.000000
5.139000,0.352816,1.851151,-3.000000
5.140000,0.352816,1.608046,-3.000000
5.141000,0.355884,1.985624,-3.000000
5.142000,0.355884,1.985624,-3.000000
5.143000,0.355884,1.985624,-3.000000
5.144000,0.355884,1.985624,-3.000000
5.145000,0.355884,1.985624,-3.000000
5.146000,0.355884,1.985624,-3.000000
5.147000,0.355884,1.985624,-3.000000
5.148000,0.355884,1.750471,-3.000000
5.149000,0.355884,1.531012,-3.000000
5.150000,0.355884,1.361041,-3.000000
5.151000,0.355884,1.225110,-3.000000
5.152000,0.355884,1.114315,-3.000000
5.153000,0.352816,-1.021258,-3.000000
5.154000,0.352816,-0.943217,-3.000000
5.155000,0.352816,-0.875804,-3.000000
5.156000,0.349748,-0.817561,-3.000000
5.157000,0.349748,-0.766371,-3.000000
5.158000,0.346680,-0.723823,-3.000000
5.159000,0.346680,-0.723823,-3.000000
5.160000,0.343612,-0.723823,-3.000000
5.161000,0.343612,-0.723823,-3.000000
5.162000,0.340544,-0.723823,-3.000000
5.163000,0.337476,-0.723823,-3.000000
5.164000,0.337476,-0.723823,-3.000000
5.165000,0.334408,-1.440747,-3.000000
5.166000,0.331340,-1.440747,-3.000000
5.167000,0.328272,-1.440747,-3.000000
5.168000,0.325204,-1.440747,-3.000000
5.169000,0.322136,-2.356113,-3.000000
5.170000,0.319068,-2.356113,-3.000000
5.171000,0.316000,-2.356113,-3.000000
5.172000,0.312932,-2.356113,-3.000000
5.173000,0.309864,-2.976918,-3.000000
5.174000,0.306796,-2.976918,-3.000000
5.175000,0.300660,-2.976918,-3.000000
5.176000,0.297592,-3.489804,-3.000000
5.177000,0.294524,-3.489804,-3.000000
5.178000,0.288388,-3.489804,-3.000000
5.179000,0.285320,-3.939387,-3.000000
5.180000,0.282252,-3.939387,-3.000000
5.181000,0.276117,-3.939387,-3.000000
5.182000,0.273049,-4.334448,-3.000000
5.183000,0.266913,-4.334448,-3.000000
